"","QKEY","INTERVIEW_START_W70","INTERVIEW_END_W70","DEVICE_TYPE_W70","LANG_W70","XATTEND_W70","FORM_W70","SPIRIT1_a_W70","SPIRIT1_b_W70","SPIRIT1_c_W70","SPIRIT1_d_W70","SPIRIT2_a_W70","SPIRIT2_b_W70","SPIRIT2_c_W70","SPIRIT2_d_W70","COVIDRF_W70","COVIDVOL1_a_W70","COVIDVOL1_b_W70","COVIDVOL1_c_W70","COVIDVOL2_a_W70","COVIDVOL2_b_W70","COVIDVOL2_c_W70","BRAND1_W70","BRAND2_W70","BRAND3_a_W70","BRAND3_b_W70","ATTENDMONTH_W70","ATTENDONLINE_W70","ATTENDFUT1_W70","ATTENDFUT2_W70","COVIDCONG2_W70","COVIDCONG3_W70","COVIDCONG4_W70","CONGRESTRICT1_a_W70","CONGRESTRICT1_b_W70","CONGRESTRICT1_c_W70","CONGRESTRICT1_d_W70","CONGRESTRICT2_a_W70","CONGRESTRICT2_b_W70","CONGRESTRICT2_c_W70","CONGRESTRICT2_d_W70","ATTENDCONF_W70","CONGDONATE_W70","ONLINESATIS_W70","ONLINEOTH_W70","ONLINESERV_W70","SERMONISSUE_a_W70","SERMONISSUE_b_W70","SERMONISSUE_c_W70","SERMONISSUE_d_W70","SERMONISSUE_e_W70","SERMONISSUE_f_W70","SERMONISSUE_g_W70","SERMONTRUMP_W70","SERMONBIDEN_W70","COVIDLESSON1_W70","COVIDLESSON2_W70","COVIDTHREAT_a_W70","COVIDTHREAT_b_W70","COVIDTHREAT_c_W70","COVIDTHREAT_d_W70","SNSUSE_W70","CONTACTTRAC1_W70","CONTACTTRAC2_W70","CONTACTPHONEF1_W70","CONTACTHOMEF2_W70","CTKNOW1_W70","SECUR1_W70","SHAREINFO1_a_W70","SHAREINFO1_b_W70","SHAREINFO1_c_W70","HEALTHRECF1_W70","WHYNOTQUARF1_a_W70","WHYNOTQUARF1_b_W70","WHYNOTQUARF1_c_W70","WHYNOTQUARF1_d_W70","WHYNOTQUARF1_e_W70","HEALTHRECF2_W70","WHYDIFFICULTF2_a_W70","WHYDIFFICULTF2_b_W70","WHYDIFFICULTF2_c_W70","WHYDIFFICULTF2_d_W70","WHYDIFFICULTF2_e_W70","RECSAFE_a_W70","RECSAFE_b_W70","RECSAFE_c_W70","RECSAFE_d_W70","RECSAFE_e_W70","CVDATAACCEPT_a_W70","CVDATAACCEPT_b_W70","CVDATAACCEPT_c_W70","CVDATAACCEPT_d_W70","SOCIALPOL_W70","SNSRATE_W70","CHOICE1_W70","QCHANGE1_W70","SOCEFF1_a_W70","SOCEFF1_b_W70","SOCEFF1_c_W70","SOCEFF1_d_W70","SOCEFF1_e_W70","ELECTFTGSNSINT_W70","TALKDISASNSINT_W70","TALKCMNSNSINT_W70","SM9_a_W70","SM9_b_W70","SM9_c_W70","SM9_d_W70","SM9_e_W70","PARTY_W70","PARTYLN_W70","PARTYSTR_W70","F_METRO","F_CREGION","F_CDIVISION","F_AGECAT","F_SEX","F_EDUCCAT","F_EDUCCAT2","F_HISP","F_RACECMB","F_RACETHNMOD","F_CITIZEN","F_NATIVITY2","F_MARITAL","F_RELIG","F_BORN","F_RELTRAD","F_ATTEND","F_PARTY_FINAL","F_PARTYLN_FINAL","F_PARTYSUM_FINAL","F_INCOME","F_INCOME_RECODE","F_REG","F_IDEO","F_ACSWEB","F_VOLSUM","F_HISP_ORIGIN","F_YEARSINUS","F_PARTYSUMIDEO","WEIGHT_W70"
"2798",201701244243,2020-07-15 04:09:51,2020-07-15 04:40:28,2,1,1,1,5,5,1,4,1,1,4,1,2,2,2,2,2,2,2,2,1,2,2,1,2,3,NA,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,2,2,99,2,99,2,2,1,2,1,2,2,2,1,1,1,2,1,1,NA,3,3,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,2,1,2,2,2,2,3,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,1,NA,1,2,4,9,3,1,2,3,2,1,1,1,1,3,1,1,1200,2,1,NA,1,3,3,1,2,1,2,6,1,1,1.40676232578321
"2799",201701244598,2020-07-16 16:26:25,2020-07-17 02:00:16,2,1,1,1,2,5,4,2,1,1,2,1,99,2,2,2,1,2,2,2,1,2,1,2,1,3,3,2,2,2,1,1,1,1,1,1,1,1,2,2,3,2,1,2,2,2,1,1,2,2,4,4,1,1,1,2,1,1,2,3,1,3,NA,3,2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,3,3,3,2,NA,1,2,NA,2,2,2,2,2,NA,NA,NA,2,1,2,2,99,2,NA,2,1,2,3,4,2,99,99,2,1,1,1,1,5,1,2,1200,2,2,NA,2,1,3,1,3,1,2,6,1,3,0.644763703726665
"2800",201701245298,2020-07-18 19:14:33,2020-07-18 19:25:55,1,1,2,1,5,5,5,5,5,5,5,5,1,2,2,2,2,2,2,4,1,4,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,2,3,2,3,1,4,NA,2,2,4,4,4,3,2,3,3,3,3,NA,NA,NA,NA,NA,NA,4,2,NA,3,2,2,2,2,3,NA,2,1,NA,3,4,2,4,2,NA,NA,NA,4,1,4,3,1,3,1,NA,1,2,3,2,1,1,6,2,99,99,1,1,2,2,2,10000,5,3,1,1,9,1,1,2,1,1,6,1,1,0.509153250029615
"2801",201701245388,2020-07-14 23:56:17,2020-07-15 00:11:07,1,1,1,1,5,1,1,1,1,3,1,1,1,1,2,1,2,2,2,2,1,2,1,2,1,3,2,1,2,2,1,1,1,1,1,1,1,1,2,3,2,3,2,2,2,1,2,2,2,2,4,4,2,NA,1,1,1,3,1,2,2,2,NA,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,3,2,2,3,3,2,3,2,2,2,2,2,2,2,2,3,1,1,2,1,3,2,2,3,2,NA,1,1,2,4,1,1,5,2,1,1,1,1,1,2,2,10000,2,3,2,2,7,1,1,3,1,1,6,1,3,0.288013889531892
"2802",201701248969,2020-07-14 23:47:32,2020-07-15 00:18:43,3,1,1,2,5,5,5,5,1,3,1,3,2,2,2,2,1,2,2,2,1,4,1,1,2,1,NA,1,2,2,1,2,1,1,1,2,1,1,2,3,NA,NA,NA,1,1,1,1,2,2,2,3,4,1,1,1,2,1,2,1,3,1,NA,4,4,2,4,4,4,NA,NA,NA,NA,NA,NA,2,3,3,3,3,3,2,2,4,3,3,2,2,4,4,1,2,2,2,3,3,2,3,2,2,2,1,4,4,4,4,4,1,NA,1,2,3,5,2,2,3,2,2,1,1,1,1,3,1,1,1100,2,1,NA,1,3,3,3,2,2,2,6,1,1,6.64457098119342
"2803",201701250702,2020-07-14 16:20:13,2020-07-14 16:47:32,1,1,2,1,5,5,1,4,5,5,3,1,1,2,2,2,2,2,2,1,2,NA,NA,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,2,NA,1,2,1,2,99,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,4,4,2,4,4,4,4,2,3,1,2,2,2,2,2,2,3,99,2,2,2,3,2,3,2,NA,1,1,2,4,4,2,2,3,2,1,1,1,1,1,12,NA,1e+05,6,2,NA,2,3,3,1,2,1,2,6,1,3,0.732381016289515
"2804",201701251752,2020-07-15 15:04:53,2020-07-15 15:11:20,2,1,2,2,5,5,1,4,5,5,2,1,1,2,2,1,2,2,2,1,1,1,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,3,2,2,1,2,3,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,1,1,2,3,1,1,1,1,1,1,3,2,2,2,2,1,3,1,2,2,2,2,3,1,1,2,2,NA,1,1,3,7,2,2,1,5,2,1,1,1,1,1,12,NA,1e+05,6,2,NA,2,6,2,1,5,1,1,6,1,4,0.366472896871531
"2805",201701251888,2020-07-15 23:20:59,2020-07-15 23:32:08,2,1,2,1,5,5,2,2,5,5,1,1,2,2,2,1,2,2,2,4,1,4,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,2,1,2,1,2,2,3,NA,2,2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,2,2,3,4,2,2,1,2,2,2,2,3,2,3,2,2,2,2,2,2,2,1,NA,1,1,3,5,4,2,1,5,2,1,1,1,1,1,12,NA,1e+05,5,1,NA,1,8,1,1,3,1,1,6,1,2,0.509405271824068
"2806",201701252988,2020-07-17 04:21:51,2020-07-17 05:59:14,2,1,2,2,4,4,1,1,4,3,2,1,1,2,2,1,2,2,2,2,1,3,2,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,2,2,4,4,1,2,1,1,1,1,1,2,2,NA,2,2,3,3,3,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,3,3,3,2,4,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,1,NA,1,3,7,2,1,99,99,2,4,4,1,1,3,1,2,1200,4,3,1,1,8,1,2,3,1,1,6,1,2,0.749467050059114
"2807",201701253214,2020-07-14 16:32:38,2020-07-14 18:20:32,1,1,2,2,5,3,2,2,5,5,2,2,1,2,2,1,2,2,2,2,1,2,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,2,2,NA,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,2,4,3,2,2,4,4,4,2,3,1,1,2,1,1,2,1,1,2,2,1,3,1,2,3,2,NA,1,1,4,9,2,2,1,6,1,4,3,1,6,1,10,NA,1e+05,6,2,NA,2,6,2,1,5,1,1,2,4,4,0.143396067425071
"2808",201701254556,2020-07-15 14:23:04,2020-07-15 14:41:58,1,1,2,2,5,5,4,4,1,1,2,1,1,1,2,2,2,2,2,4,1,4,1,2,1,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,2,1,2,1,2,1,3,1,2,1,1,1,2,1,1,1,NA,1,2,2,1,1,4,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,2,4,4,4,1,4,2,4,1,2,2,2,2,2,2,2,1,2,2,1,3,2,2,4,2,2,NA,1,2,3,5,4,1,2,4,2,1,1,1,1,1,1,1,1100,5,2,NA,2,3,3,1,4,1,2,6,1,4,0.667897170355041
"2809",201701255360,2020-07-15 12:45:03,2020-07-15 12:54:47,1,1,2,2,4,5,1,1,5,5,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,2,1,2,NA,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,NA,2,2,2,2,3,2,NA,3,2,NA,2,2,2,2,2,NA,NA,NA,2,2,2,2,3,2,NA,1,1,2,3,4,2,2,3,2,2,2,1,1,6,2,2,10000,6,2,NA,2,1,3,1,4,1,2,6,1,4,1.04918134633658
"2810",201701255880,2020-07-14 23:08:06,2020-07-14 23:26:49,2,1,1,2,3,4,1,1,1,1,3,1,1,1,1,1,2,2,2,2,1,2,2,2,1,3,3,1,3,2,NA,NA,NA,NA,1,1,1,1,3,3,1,1,2,2,1,1,2,1,2,2,4,4,1,2,1,1,1,2,1,2,2,NA,3,1,2,1,1,1,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,2,2,3,2,2,1,4,4,4,1,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,3,2,NA,1,1,1,2,4,2,1,6,2,1,1,1,1,1,1,2,1200,2,2,NA,2,99,99,1,4,1,1,6,1,4,0.499629726190353
"2811",201701256892,2020-07-14 20:18:20,2020-07-14 20:25:26,1,1,2,2,5,5,1,1,5,5,4,2,1,2,2,2,2,2,2,3,1,3,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,2,1,1,3,NA,2,2,3,1,2,3,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,1,1,2,2,2,3,4,4,3,2,2,2,2,2,2,1,3,1,3,2,2,1,1,2,2,1,2,NA,1,1,2,3,1,1,1,5,2,1,1,1,1,6,12,NA,1e+05,6,2,NA,2,9,1,1,5,1,2,6,1,4,0.735835805984031
"2812",201701257013,2020-07-19 19:55:19,2020-07-19 20:06:02,2,1,1,2,5,5,1,1,2,5,1,1,1,2,2,2,2,2,2,4,1,4,1,2,2,3,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,3,1,1,2,3,1,NA,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,4,4,NA,4,4,4,4,4,4,NA,2,2,NA,4,4,4,4,4,NA,NA,NA,4,1,4,4,1,1,NA,1,1,3,6,3,1,2,4,2,1,1,1,1,1,1,1,1100,2,1,NA,1,9,1,1,2,1,1,6,1,1,0.446547717512873
"2813",201701257173,2020-07-14 23:46:26,2020-07-15 03:26:15,1,1,2,1,4,5,2,2,5,5,2,1,1,1,2,1,2,2,2,1,1,2,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,2,2,1,3,1,2,2,2,NA,2,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,4,2,1,4,4,3,2,2,2,1,3,2,4,4,2,2,2,2,2,1,2,3,1,2,NA,1,1,1,1,2,1,1,5,2,1,1,1,1,1,9,NA,1e+05,6,2,NA,2,9,1,1,5,1,1,6,1,4,0.483374435268063
"2814",201701258107,2020-07-14 19:01:49,2020-07-14 19:25:25,2,1,1,1,5,5,2,5,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,2,2,99,NA,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,3,1,1,1,1,3,3,2,2,2,3,3,2,3,3,2,1,2,2,2,3,3,3,2,NA,1,3,5,4,2,2,4,2,2,2,1,1,1,1,2,40001,1,3,2,2,5,2,3,3,1,2,6,1,3,2.35397293635971
"2815",201701258551,2020-07-15 12:20:27,2020-07-15 12:28:43,1,1,2,2,5,5,1,2,5,5,1,1,1,2,2,2,2,2,2,4,1,3,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,1,1,1,2,NA,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,3,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,4,1,3,4,2,2,NA,2,1,1,2,2,2,1,6,2,1,1,1,1,1,2,2,10000,6,2,NA,2,9,1,1,3,1,1,6,1,3,0.591306900114293
"2816",201701259134,2020-07-15 00:29:26,2020-07-15 00:46:42,1,1,1,1,5,5,1,5,1,5,4,1,1,1,2,2,2,99,2,4,1,4,3,1,1,3,2,2,2,2,1,1,1,1,1,1,1,1,3,1,4,1,2,2,2,1,2,1,2,1,4,4,1,1,1,1,1,2,1,1,1,4,NA,2,2,2,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,4,4,4,2,2,2,4,1,2,1,2,1,4,1,2,4,2,2,2,2,2,4,2,1,3,1,NA,2,3,5,4,1,2,3,2,1,1,1,1,1,2,2,10000,2,3,1,1,7,1,1,1,1,1,6,1,1,0.469137775321488
"2817",201701260307,2020-07-14 21:16:29,2020-07-14 21:55:21,1,1,1,1,5,5,1,1,2,5,2,1,1,2,1,2,2,2,2,4,1,3,1,2,2,3,NA,1,2,2,1,1,1,1,1,1,1,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,2,2,2,NA,2,2,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,4,4,2,2,3,3,4,1,2,2,2,2,2,1,2,2,3,99,99,3,1,4,4,3,1,NA,2,1,2,4,4,1,1,5,2,1,1,1,1,1,2,2,10000,2,1,NA,1,8,1,1,2,1,2,6,1,1,0.60534680412374
"2818",201701260770,2020-07-15 16:09:36,2020-07-15 16:23:10,3,1,2,1,5,5,5,4,1,1,5,1,99,2,2,2,2,2,2,2,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,1,2,2,NA,2,3,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,2,2,2,2,NA,1,2,NA,2,2,2,2,2,NA,NA,NA,2,2,2,2,2,2,NA,1,2,3,7,4,1,3,2,2,2,2,1,1,5,1,1,1300,5,2,NA,2,2,3,1,3,2,2,6,1,3,5.6081430417945
"2819",201701260940,2020-07-14 17:07:58,2020-07-14 17:42:18,1,1,2,1,5,5,2,2,4,5,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,2,1,NA,1,2,2,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,2,2,1,2,1,2,NA,3,2,NA,3,3,2,1,2,NA,NA,NA,1,2,1,2,1,2,NA,1,1,4,9,3,1,1,5,2,3,5,1,6,3,2,2,10000,5,2,NA,2,6,2,3,3,1,2,6,4,3,1.51815221274842
"2820",201701261721,2020-07-16 15:38:44,2020-07-16 16:04:48,1,1,1,1,1,5,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,1,1,1,3,3,1,2,2,1,2,2,2,1,2,2,2,1,3,1,3,1,2,2,2,2,2,2,2,4,4,1,1,2,3,1,2,1,2,2,2,NA,3,3,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,3,4,4,4,3,2,1,2,2,2,1,3,2,2,2,2,2,2,2,3,2,1,NA,1,1,2,4,3,1,3,2,2,1,1,1,1,1,1,1,1100,1,1,NA,1,6,2,1,1,1,1,6,1,1,1.11263390283424
"2821",201701261835,2020-07-14 17:48:25,2020-07-14 18:03:21,1,1,1,2,5,5,1,1,1,5,2,1,1,1,1,1,2,2,2,2,1,2,2,1,2,3,NA,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,2,1,2,2,2,2,2,4,4,1,2,1,2,1,2,1,2,2,NA,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,1,3,2,2,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,99,2,2,2,2,2,2,NA,1,1,3,5,3,2,1,5,2,1,1,1,1,1,1,2,1200,3,2,NA,2,9,1,1,4,1,1,6,1,4,0.243878897157532
"2822",201701263943,2020-07-14 21:05:58,2020-07-15 01:13:55,2,1,1,1,5,5,2,1,1,2,1,1,2,1,1,1,2,2,2,3,1,4,1,1,1,3,2,1,2,2,1,1,1,1,1,1,1,1,1,3,1,1,2,2,1,1,2,2,2,2,4,4,1,1,2,2,1,2,1,2,1,3,NA,1,2,2,2,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,3,3,2,3,1,2,2,2,2,2,2,3,1,2,2,2,2,3,2,4,1,NA,1,3,5,2,1,2,3,1,4,3,1,1,1,1,1,1100,1,4,1,1,7,1,1,1,1,1,5,1,1,0.253348139921949
"2823",201701264035,2020-07-14 16:11:47,2020-07-14 16:27:04,1,1,2,1,1,5,1,1,5,5,4,1,1,1,1,1,2,2,2,2,1,2,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,1,3,2,NA,4,3,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,2,1,2,2,1,3,2,2,2,2,2,2,2,2,3,1,2,2,2,2,3,3,1,NA,2,1,2,4,4,1,1,6,2,1,1,1,1,1,11,NA,90002,6,1,NA,1,6,2,1,2,1,2,6,1,1,0.60534680412374
"2824",201701264817,2020-07-15 01:03:28,2020-07-15 01:25:05,1,1,1,1,2,5,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,3,1,2,1,3,2,1,2,3,1,1,1,1,NA,NA,NA,NA,3,2,1,1,2,2,2,1,2,2,2,2,4,4,1,2,1,1,1,1,1,2,2,1,NA,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,2,2,1,4,4,4,2,2,2,2,1,2,2,2,2,3,2,2,4,2,2,3,2,2,NA,1,2,3,7,4,2,1,6,2,1,1,1,1,5,1,2,1200,2,2,NA,2,6,2,1,5,1,1,6,1,4,0.381884492929613
"2825",201701264956,2020-07-15 03:33:01,2020-07-15 03:49:58,1,1,2,2,2,5,1,1,2,5,2,3,1,1,2,2,1,2,2,2,1,2,2,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,1,2,1,1,1,NA,1,2,3,2,2,2,NA,NA,NA,NA,NA,NA,2,2,3,2,3,2,2,2,3,2,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,99,3,2,3,2,NA,2,2,3,3,1,1,5,2,1,1,1,1,6,12,NA,1e+05,5,3,2,2,99,99,99,3,1,1,6,1,3,0.421811496207894
"2826",201701265408,2020-07-14 16:32:27,2020-07-14 16:44:51,2,1,2,2,5,5,1,2,1,5,1,1,1,2,2,2,2,2,2,4,1,4,1,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,3,1,2,1,NA,3,1,3,1,1,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,1,4,2,2,2,4,4,4,1,2,1,2,1,2,2,2,2,2,2,2,4,4,4,4,1,2,NA,2,1,4,9,4,2,2,3,1,1,3,1,1,3,2,2,10000,4,2,NA,2,5,2,1,4,1,1,5,1,4,0.162109061131539
"2827",201701265692,2020-07-17 00:39:30,2020-07-17 00:48:46,2,1,2,1,5,5,3,5,1,4,3,2,1,2,2,2,2,2,2,3,1,3,3,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,3,2,2,1,2,2,3,NA,3,2,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,1,1,1,1,1,3,1,1,2,3,2,3,3,2,3,1,2,2,2,2,3,3,1,NA,1,1,3,7,2,1,3,2,2,5,4,1,1,1,1,1,1100,4,1,NA,1,6,2,1,2,1,1,6,1,1,1.23072676744417
"2828",201701271801,2020-07-19 02:15:23,2020-07-19 02:28:45,1,1,2,2,5,5,1,1,5,5,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,1,2,1,1,2,NA,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,2,3,3,1,3,3,2,2,3,2,2,3,4,3,3,1,3,2,2,2,2,2,3,2,3,1,2,2,2,2,2,2,2,NA,1,1,4,9,4,1,3,2,2,1,1,1,1,2,9,NA,1e+05,6,2,NA,2,8,1,1,3,1,1,6,1,3,0.774637863061095
"2829",201701271927,2020-07-14 15:51:29,2020-07-14 16:04:08,3,1,2,2,5,5,1,5,4,4,5,1,1,2,2,1,2,2,2,2,1,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,2,1,1,NA,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,2,NA,3,3,2,3,3,3,NA,2,1,NA,2,2,1,2,1,NA,NA,NA,2,2,2,3,2,2,NA,2,2,3,6,4,1,2,4,2,1,1,1,1,6,1,2,40001,6,2,NA,2,6,2,1,3,2,2,6,1,3,1.46103609376538
"2830",201701273413,2020-07-15 18:00:45,2020-07-15 18:15:59,1,1,2,1,1,5,1,1,5,5,2,5,1,1,2,2,2,2,2,2,1,2,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,1,1,2,2,2,2,3,NA,1,3,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,1,3,3,4,4,NA,1,2,NA,2,1,1,2,1,NA,NA,NA,2,2,1,2,2,4,2,NA,1,4,9,3,1,2,4,2,1,1,1,1,6,12,NA,1e+05,6,4,2,2,5,2,3,4,1,2,6,1,4,1.44711226966698
"2831",201701273628,2020-07-14 16:02:05,2020-07-14 16:14:35,1,1,1,1,5,2,1,1,1,1,2,2,2,1,2,2,2,2,2,4,1,3,1,2,1,3,2,1,2,2,1,1,1,1,1,1,1,1,3,4,1,3,2,2,2,1,1,2,2,2,4,4,2,NA,1,2,1,1,2,2,1,1,NA,2,2,3,3,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,2,2,4,4,4,NA,2,1,NA,4,2,3,4,4,NA,NA,NA,4,1,4,4,2,3,2,NA,1,1,2,4,1,1,5,2,1,1,1,1,5,2,2,10000,2,3,2,2,5,2,1,3,1,2,6,1,3,0.661100727151234
